Ref.,Paradosis,Conjecture,Author,Year,Attested Place,Rem.
Acts 14:8 [30–34],ὃς οὐδέποτε περιεπάτησεν,om.,van de Sande Bakhuyzen,1880,,[cj12020](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12020)
Acts 16:9 [22],τις,om.,Michelsen,1884,,[cj16835](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj16835)
Acts 16:32 [12–14],τοῦ κυρίου,om.,Michelsen,1884,,[cj16876](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj16876)
Acts 16:37 [42],ἐκβάλλουσιν,ἐκβαλοῦσιν,Naber,1878,,[cj10869](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10869)
Acts 17:4 [32],Ἑλλήνων,om.,van de Sande Bakhuyzen,1880,,[cj10871](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10871)
Acts 17:19 [19],δυνάμεθα,οὐ δυνάμεθα,Jonathan Toup,1766,,[cj11669](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11669)
Acts 17:26 [36–38],τὰς ὁροθεσίας,τὰ ὁροθέσια,Blass,1895,,[cj10875](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10875)
Acts 18:14 [42],πονηρόν,om.,Owen,1782,,[cj11694](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11694)
Acts 18:27 [36],συνεβάλετο,συνελάβετο,Patricius Junius,1642,,[cj11699](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11699)
Acts 19:27 [12],ἡμῖν,ἡμῶν,Grotius,1645,,[cj11704](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11704)
Acts 19:27 [34],θεᾶς,om.,Mill,1707,,[cj11705](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11705)
Acts 19:27 [46–48],μέλλειν τε,μέλλει δέ,Jonathan Toup,1766,,[cj11706](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11706)
Acts 20:9 [36–42],κατενεχθεὶς ἀπὸ τοῦ ὕπνου,om.,Owen,1782,,[cj10013](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10013)
Acts 21:9 [12],παρθένοι,om.,Michelsen,1884,,[cj16838](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj16838)
Acts 21:26 [52],προσηνέχθη,προσενεχθῇ,Lachmann,1850,,[cj10893](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10893)
Acts 22:3 [56–58],τοῦ θεοῦ,om.,Michelsen,1879,,[cj10896](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10896)
Acts 22:3 [58],θεοῦ,νόμου,Beza,1556,,[cj11726](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11726)
Acts 22:13 [32–34],εἰς αὐτόν,om.,Blass,1895,,[cj15951](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj15951)
Acts 22:25 [20],ἑστῶτα,ἐφεστῶτα,Naber,1878,,[cj10900](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10900)
Acts 23:23 [38],δεξιολάβους,δεξιοβόλους,Erasmus,1516,,[cj11736](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11736)
Acts 24:21 [9],ταύτης φωνῆς,ταύτης τῆς φωνῆς,Heikel,1934,,[cj16916](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj16916)
Acts 24:21 [20],ἑστώς,om.,Michelsen,1884,,[cj16842](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj16842)
Acts 25:13 [18],Βερνίκη,Βερενίκη,Blass,1895,,[cj10012](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10012)
Acts 25:13 [26],ἀσπασάμενοι,corruptum est,Hort,1881,,[cj10591](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10591)
Acts 25:18 [24],πονηρῶν,om.,Naber,1878,,[cj13590](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj13590)
Acts 26:20 [18–28],πᾶσάν τε τὴν χώραν τῆς Ἰουδαίας,εἰς πᾶσάν τε χώραν τοῖς Ἰουδαίοις,Greve,1811,,[cj12493](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12493)
Acts 27:20 [32],περιῃρεῖτο,περιῄρητο,Naber,1878,,[cj10916](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10916)
Acts 28:8 [14],πυρετοῖς,πυρετῷ,Owen,1782,,[cj11766](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11766)
Acts 28:9 [16–20],ἐν τῇ νήσῳ,om.,Michelsen,1884,,[cj16847](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj16847)
Acts 28:21 [52],πονηρόν,om.,Naber,1878,,[cj10926](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10926)
Rom 1:4 [4],ὁρισθέντος,προορισθέντος,Marcellus of Ancyra, 339,,[cj10271](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10271)
Rom 1:10 [2],πάντοτε,om.,Beza,1556,,[cj12719](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12719)
Rom 4:9 [15],περιτομήν,περιτομὴν μόνον,Owen,1782,,[cj11781](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11781)
Rom 4:17 [44],ὡς,εἰς,Thomas Mangey,1742,,[cj11785](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11785)
Rom 5:1 [12],ἔχομεν,txt,Lietzmann,1919,,[cj10276](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10276)
Rom 5:9 [4],οὖν,om.,van de Sande Bakhuyzen,1880,,[cj12843](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12843)
Rom 5:12 [38],καὶ οὕτως,οὕτως,Faber Stapulensis,1512,,[cj11789](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11789)
Rom 6:16 [24],ᾧ ὑπακούετε,ὡς ὑπακούετε,Lachmann,1850,,[cj10283](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10283)
Rom 6:19 [42–46],εἰς τὴν ἀνομίαν,om.,Wall,1730,,[cj14068](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj14068)
Rom 8:38 [32–34],οὔτε δυνάμεις,om.,Fritzsche,1839,,[cj10928](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10928)
Rom 9:12 [14],καλοῦντος,λαλοῦντος,J. D. Michaelis,1788,,[cj12911](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12911)
Rom 9:31 [12–14],εἰς νόμον,om.,Michelsen,1887,,[cj15006](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj15006)
Rom 12:3 [32–38],παρ’ ὃ δεῖ φρονεῖν,om.,Baljon,1884,,[cj10302](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10302)
Rom 13:3 [16–18],ἀγαθῷ ἔργῳ,ἀγαθοεργῷ,Patricius Junius,1642,,[cj10701](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10701)
Rom 13:4 [48–54],ἔκδικος εἰς ὀργήν,"εἰς ὀργήν, ἔκδικος",Pearce,1721,,[cj12955](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12955)
Rom 14:20 [23],καθαρά,καθαρὰ τοῖς καθαροῖς,Thomas Mangey,1755,,[cj11824](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11824)
1 Cor 6:15 [20],ἄρας,ἆρα,Bos,1713,,[cj10571](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10571)
1 Cor 6:15 [20],ἄρας,ἄρα,Bentley,1720,,[cj14588](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj14588)
1 Cor 7:34 [2–6],καὶ μεμέρισται. καί,μεμέρισται,Güting,1998,,[cj16524](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj16524)
1 Cor 9:10 [40–42],ἐπ’ ἐλπίδι,om.,Beza,1556,,[cj10574](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10574)
1 Cor 9:12 [8],ὑμῶν,ἡμῶν,Olearius,1685,,[cj13103](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj13103)
1 Cor 10:7 [6],γίνεσθε,γίνεσθαι,Erasmus,1516,,[cj12176](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12176)
1 Cor 10:8 [24],τρεῖς,τέσσαρες,Musculus,1559,,[cj10577](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10577)
1 Cor 11:6 [28–30],ἢ ξυρᾶσθαι,om.,Owen,1782,,[cj13114](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj13114)
1 Cor 12:13 [48],ἐποτίσθημεν,ἐφωτίσθημεν,Willem Canter,1575,,[cj10330](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10330)
1 Cor 14:11 [32],ἐν,om.,Straatman,1863,,[cj10972](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10972)
1 Cor 14:12 [14],πνευμάτων,πνευματικῶν,Beza,1556,,[cj13849](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj13849)
1 Cor 14:38 [10],ἀγνοεῖται,ἀγνοεῖτε,Fritzsche,1841,,[cj10007](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10007)
1 Cor 16:22 [14],ἤτω,ἔστω,Holwerda,1853,,[cj12268](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12268)
1 Cor 16:24 [6],μου,θεοῦ,Estius,1613,,[cj13158](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj13158)
2 Cor 1:15 [24],χάριν,χαράν,Patricius Junius,1642,,[cj10293](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10293)
2 Cor 2:15 [10–12],τῷ θεῷ,om.,Johannes Weiss,1908,,[cj16609](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj16609)
2 Cor 3:3 [46],καρδίαις,om.,Holwerda,1853,,[cj10142](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10142)
2 Cor 4:17 [20–22],εἰς ὑπερβολήν,om.,Naber,1881,,[cj14655](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj14655)
2 Cor 7:8 [28],βλέπω,βλέπων,Lachmann,1850,,[cj10096](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10096)
Gal 1:4 [32],πονηροῦ,om.,O’Neill,1972,,[cj1269](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj1269)
Gal 1:18 [30],δεκαπέντε,δέκα,Blass,1905,,[cj14820](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj14820)
Gal 2:1 [6],δεκατεσσάρων,τεσσάρων,Cappellus,1634,,[cj10100](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10100)
Gal 2:3 [8–12],ὁ σὺν ἐμοί,om.,van Manen,1887,,[cj14767](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj14767)
Gal 2:13 [22],συναπήχθη,συναπαχθῆναι,Bentley,1720,,[cj10187](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10187)
Gal 2:20 [40–42],τοῦ υἱοῦ,om.,O’Neill,1972,,[cj10217](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10217)
Gal 3:19 [28],ᾧ,ὅ,Sahlin,1983,,[cj16002](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj16002)
Gal 3:22 [10–12],τὰ πάντα,τοὺς πάντας,Owen,1782,,[cj14802](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj14802)
Gal 4:17 [14],ὑμᾶς,ἡμᾶς,Beza,1556,,[cj11037](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11037)
Gal 6:4 [22],μόνον,om.,Beza,1556,,[cj12688](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12688)
Gal 6:7 [16],ἐάν,ἄν,Musculus,1569,,[cj14862](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj14862)
Eph 2:3 [50],φύσει,om.,Usteri,1824,,[cj11039](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11039)
Eph 6:18 [6],προσευχῆς,προσοχῆς,Thomas Mangey,1755,,[cj15211](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj15211)
Phil 2:1 [32],τις,τινα,Bebel,1524,,[cj16271](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj16271)
Phil 2:30 [18],παραβολευσάμενος,txt,Scaliger,1600,,[cj10347](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10347)
Col 1:24 [1],νῦν χαίρω,ὃς νῦν χαίρω,Beza,1565,,[cj10189](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10189)
Col 2:14 [12–14],τοῖς δόγμασιν,om.,Baljon,1885,,[cj10109](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10109)
Col 2:16 [26],μέρει,ἡμέρᾳ,Patricius Junius,1642,,[cj13850](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj13850)
1 Thess 2:11 [6],ὡς,εἰς,Patricius Junius,1642,,[cj13896](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj13896)
1 Thess 3:3 [6],σαίνεσθαι,σιαίνεσθαι,Reiske,1763,,[cj11714](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11714)
1 Thess 4:5 [8],ἐπιθυμίας,ἀτιμίας,Hammond,1653,,[cj13356](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj13356)
1 Thess 4:6 [12–14],ἐν τῷ,ἔν τινι,Grotius,1645,,[cj10351](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10351)
2 Thess 1:10 [30],ἐπιστεύθη,ἐπιστώθη,Markland,1772,,[cj10114](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10114)
1 Tim 2:10 [4],ὅ,ὡς,Price,1660,,[cj10210](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10210)
1 Tim 3:16 [18],ὅς,ὅ,Erasmus,1516,,[cj16570](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj16570)
1 Tim 6:3 [12],προσέρχεται,προσέχει vel προσέχεται,Bentley,1713,,[cj10214](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10214)
1 Tim 6:5 [2],διαπαρατριβαί,παρατριβαί,Price,1660,,[cj13390](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj13390)
Titus 2:7 [22],ἀφθορίαν,ἀδιαφορίαν,Price,1660,,[cj13405](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj13405)
Phlm 9 [20],πρεσβύτης,πρεσβευτής,Bentley,1720,,[cj10116](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10116)
Phlm 10 [4],σε,δέ,J. H. Heinrichs,1798,,[cj16768](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj16768)
Heb 3:19 [16],ἀπιστίαν,ἀπείθειαν,Patricius Junius,1642,,[cj13037](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj13037)
Heb 7:4 [16],Ἀβραάμ,om.,Naber,1878,,[cj11093](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11093)
Heb 9:1 [13],ἡ πρώτη,ἡ πρώτη ἐκείνη,Markland,1739,,[cj15773](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj15773)
Heb 11:4 [38],αὐτοῦ τοῦ θεοῦ,αὐτῷ τοῦ θεοῦ,Westcott-Hort,1881,,[cj10036](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10036)
Heb 11:35 [4],γυναῖκες,txt,Westcott-Hort,1881,,[cj10661](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10661)
Heb 11:37 [5],ἐπειράσθησαν (ℵ/𝔐),om.,Erasmus,1522,,[cj10662](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10662)
Jas 1:11 [60],πορείαις,εὐπορίαις,Thomas Mangey,1755,,[cj11112](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11112)
Jas 3:1 [4–6],πολλοὶ διδάσκαλοι,πολυδιδάσκαλοι,Michelsen,1879,,[cj10371](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10371)
Jas 4:15 [22–24],καὶ ποιήσομεν,ποιήσομεν,Erasmus,1520,,[cj10536](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10536)
Jas 5:4 [24],ἀπεστερημένος,ἀφυστερημένος,Thomas Mangey,1755,,[cj15775](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj15775)
Jas 5:4 [26],ἀφ’ ὑμῶν,ὑφ’ ὑμῶν,Naber,1878,,[cj11119](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11119)
Jas 5:20 [2],γινωσκέτω,γινώσκετε,Calvin,1551,,[cj10538](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10538)
1 Pet 1:7 [6],τὸ δοκίμιον,τὸ δόκιμον,Hort,1881,,[cj10037](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10037)
1 Pet 2:5 [26],πνευματικάς,om.,Mill,1707,,[cj15144](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj15144)
1 Pet 3:4 [12],ἄνθρωπος,om.,Bentley,1720,,[cj11129](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11129)
1 Pet 3:5 [16–22],αἱ ἐλπίζουσαι εἰς θεόν,om.,Mill,1707,,[cj16030](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj16030)
1 Pet 3:20 [6],ὅτε,ὅτι,Bethe,1858,,[cj13518](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj13518)
1 Pet 3:20 [34–38],τοῦτ’ ἔστιν ὀκτώ,om.,Wassenbergh,1815,,[cj11132](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11132)
1 Pet 3:21 [2],ὅ,ᾧ,Erasmus,1516,,[cj10038](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10038)
1 Pet 3:21 [2],ὅ,om.,Semler,1783,,[cj16123](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj16123)
2 Pet 2:12 [12],γεγεννημένα,om.,Bentley,1720,,[cj14640](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj14640)
2 Pet 2:14 [8],μοιχαλίδος,μοιχείας,Bigg,1901,,[cj14657](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj14657)
2 Pet 2:18 [17],ἀσελγείαις,ἐν ἀσελγείαις,Beza,1565,,[cj15413](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj15413)
2 Pet 3:5 [28–32],καὶ δι’ ὕδατος,om.,Naber,1881,,[cj11143](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11143)
2 Pet 3:9 [8],τῆς ἐπαγγελίας,τὰς ἐπαγγελίας,Grotius,1645,,[cj10387](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10387)
1 John 2:27 [8–48],χρῖσμα … χρῖσμα,χάρισμα … χάρισμα,Naber,1881,,[cj11148](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11148)
1 John 2:28 [30],ἀπ’ αὐτοῦ,ἐπ’ αὐτοῦ,Thomas Mangey,1755,,[cj11149](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11149)
1 John 5:15 [6],οἴδαμεν,εἴδωμεν,Baljon,1893,,[cj11154](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11154)
3 John 7 [16],ἀπό,παρά,Beza,1589,,[cj11886](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11886)
Jude 5 [16],πάντα,πάντας,Hort,1881,,[cj10673](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10673)
Jude 11 [28],μισθοῦ,om.,de Zwaan,1909,,[cj16586](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj16586)
Jude 15 [53],ἁμαρτωλοὶ ἀσεβεῖς,ἁμαρτωλοὶ καὶ ἀσεβεῖς,Price,1660,,[cj11160](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11160)
Rev 1:20 [62],ἑπτὰ ἑπτά,ἑπτά,Westcott-Hort,1881,,[cj10676](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10676)
Rev 2:5 [52–56],ἐὰν μὴ μετανοήσῃς,om.,Charles,1920,,[cj12100](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12100)
Rev 2:8 [40],ἔζησεν,ἀνέζησεν,Thomas Mangey,1755,,[cj11316](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11316)
Rev 2:12 [8],τῷ ἀγγέλῳ τῆς,τῷ ἀγγέλῳ τῷ,Westcott-Hort,1881,,[cj10677](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10677)
Rev 3:1 [8],τῷ ἀγγέλῳ τῆς,τῷ ἀγγέλῳ τῷ,Westcott-Hort,1881,,[cj10039](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10039)
Rev 3:3 [44–46],ποίαν ὥραν,ποίᾳ ὥρᾳ,Price,1660,,[cj11507](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11507)
Rev 3:8 [33],μικράν,οὐ μικράν,Thomas Mangey,1755,,[cj11889](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11889)
Rev 3:14 [8],τῷ ἀγγέλῳ τῆς,τῷ ἀγγέλῳ τῷ,Westcott-Hort,1881,,[cj10041](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10041)
Rev 4:6 [22–30],ἐν μέσῳ τοῦ θρόνου καί,om.,Charles,1920,,[cj12106](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12106)
Rev 5:1 [32],κατεσφραγισμένον,καὶ ἐσφραγισμένον,Sahlin,1983,,[cj14286](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj14286)
Rev 5:11 [44–48],μυριάδες μυριάδων καί,om.,Bousset,1896,,[cj12113](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12113)
Rev 5:12 [2],λέγοντες,λεγόντων,Owen,1782,,[cj11636](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11636)
Rev 8:3 [40–42],ταῖς προσευχαῖς,τὰς προσευχάς,Castellio,1551,,[cj11690](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11690)
Rev 8:4 [14–16],ταῖς προσευχαῖς,τῆς προσευχῆς,Grotius,1645,,[cj12026](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12026)
Rev 8:13 [12],ἀετοῦ,ἀγγέλου ὡς ἀετοῦ,Könnecke,1908,,[cj12127](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12127)
Rev 9:9 [32],ἵππων,om.,Baljon,1908,,[cj12132](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12132)
Rev 9:13,φωνὴν μίαν,om.,Bengel,1734,,[cj17007](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj17007)
Rev 12:18 [4],ἐστάθη,txt,Piscator,1613,,[cj10560](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10560)
Rev 13:16 [44],δῶσιν,δώσει,Westcott-Hort,1881,,[cj10684](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10684)
Rev 14:19 [40],τὴν ληνόν,τὸν ληνόν,Breunissen Troost,1861,,[cj12064](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12064)
Rev 15:3 [72],ἐθνῶν,αἰώνων,Mill,1707,,[cj15199](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj15199)
Rev 18:3 [14–16],τῆς πορνείας,om.,Theodor Zahn,1926,,[cj10409](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10409)
Rev 18:17 [30],τόπον,πόντον,Nestle,1897,,[cj11174](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11174)
Rev 18:21 [16],μύλινον,μυλικόν,Patricius Junius,1642,,[cj12073](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12073)
Rev 19:9 [44–46],τοῦ θεοῦ,om.,Bousset,1896,,[cj12133](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12133)
Rev 19:13 [8],βεβαμμένον,ῤεραμμένον,Westcott-Hort,1881,,[cj10686](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10686)
Rev 20:11 [20],αὐτόν,αὐτῷ,Charles,1920,,[cj12141](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12141)
Rev 21:9 [56–62],τὴν νύμφην τὴν γυναῖκα,τὴν νύμφην vel τὴν γυναῖκα,Bousset,1896,,[cj10413](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10413)
Rev 21:19 [42],χαλκηδών,καρχηδών,Colomesius,1679,,[cj12075](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj12075)
Rev 22:2 [40],ἀποδιδοῦν,ἀποδιδόν,Anonymous,1927,,[cj10011](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj10011)
Rev 22:3 [6],κατάθεμα,ἀνάθεμα,Naber,1881,,[cj11175](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj11175)
Rev 22:13 [14–22],ὁ πρῶτος καὶ ὁ ἔσχατος,om.,Crellius,1726,,[cj14739](https://ntvmr.uni-muenster.de/nt-conjectures?conjID=cj14739)
